,khach_cmt,rating,shop_phan_hoi
143,,3,Cảm ơn Mom đã tin tưởng ủng hộ. Nhím store sẽ ngày càng nâng cao chất lượng và dịch vụ để phục vụ được tốt hơn. Chúc chị 1 ngày tốt lành!
144,"Shop phục vụ hàng kém quá,đặt hàng size 14 màu đen size 12 màu đỏ,shop lại giao ngược lại mặc dù đã nt bảo shop lưu ý cho mà vẫn giao sai hàng",2,
145,Màu áo rất xấu. Chất cũng bình thường.màu áo bị phai. Mặc như áo cũ. Thất vọng,2,
146,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ.,2,"chị ơi, do ảnh hưởng dịch nên vận chuyển chậm ạ, Lỗi này do bên vận chuyển chứ có phải bên em đâu ạ, chị đánh giá em 2 sao vậy ạ?"
147,Đặt 2 chiếc 15-18kg nhưng lại về 1 cái to 1 cái bé. Chất vải 2 cái khác nhau.,2,
148,"Vải thô, dày, cứng, giặc xong nhìn đám đồ phát hờn, lông áo đỏ đầy nghẹt cống và dính đầy đồ khác 😢😢😢😢😢😢😢😢😢😢😢",2,Cảm ơn Mom đã tin tưởng ủng hộ. Shop sẽ ngày càng nâng cao chất lượng và dịch vụ để phục vụ được tốt hơn. Chúc chị 1 ngày tốt lành
149,"Áo mỏng
Mặc được 1 2 lần bung hết chỉ
So với giá này quá là không đáng tiền
Không nên mua",2,"Chị ơi shop rất xin lỗi vì sự cố này, chị vui lòng nhận tin nhắn  hỗ trợ của shop nha! "
150,,2,
151,"Áo mỏng hơn so với hình ảnh, hơi thất vọng",2,Cảm ơn Mom đã tin tưởng ủng hộ. Nhím store sẽ ngày càng nâng cao chất lượng và dịch vụ để phục vụ được tốt hơn. Chúc chị 1 ngày tốt lành!
152,46-55kg mà shop gửi áo 80kg mặc vừa. Chất thì ok nhưng giao hàng k kiểm tra trước khi giao kb có lần sau quay lại mua hàng shop k,2,
153,"Áo quá xấu ,shop bảo là dầy dặn mà ngược lại quá mỏng vải xấu ,nói chung là quá thất vọng",2,"Chất nỉ bông dày dặn như vậy mà chị, nếu muốn dày hơn chị đặt loại 2-3 lớp chị nha"
154,"Áo chất ko đẹp như mong đợi, ",2,
155,"Chất vải quá cứng, đường may cẩu thả",2,
156,Vải thì mỏng nt thì hog trả lời giao hàng thì lâu,2,
157,"Vải bụi vải, đổ lông",2,"Chị ơi shop rất xin lỗi vì sự cố này, chị vui lòng nhận tin nhắn  hỗ trợ của shop nha! "
158,"Hàng khác với hình ảnh, chất lượng kém.",2,Cảm ơn Mom đã tin tưởng ủng hộ. Nhím store sẽ ngày càng nâng cao chất lượng và dịch vụ để phục vụ được tốt hơn. Chúc chị 1 ngày tốt lành!
159,,2,Hàng hoá - dịch vụ bên em có vấn đề gì mà mình lại cho 2* vậy ạ
160,Áo ko đúng vs sản phẩm. Ko bo viền. Ko có lớp lông trong mũ....... Mn đừng mua............,1,
161,Chất liệu vải xấu mau không đúng với hình ns chung thất vọng thế mà có nhiều bình luận khen đẹp,1,
